barcode,name,unit
4746618195,แฟ้มโชว์เอกสาร Elephant A4 PF01 สีขาว (12เล่ม/ลัง),ลัง
FAH64000206,หนังสือสัญญาจะซื้อขายหรือสัญญาวางมัดจำ*20ล,แพ็ค
FAH64000988,กรรไกร 3M 8นิ้ว CAT.1428 (6ชิ้น/กล่อง),กล่อง
6947503727055,ปากกา M&G หมึกเจล 1.0มม. AGP13604 หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
47464011157,ปากกา flexoffice หมึกน้ำมัน Senior แบบกด 0.7มม. FO-026 หมึกแดง (12ด้าม/กล่อง),กล่อง
4746922743,ซองซิปตาข่าย 12x24ซม. คละสี (12ชิ้น/แพ็ค),แพ็ค
4007817832547,ปากกามาร์เกอร์ เมเทลิค เงิน *10ด,กล่อง
47464011782,ปากกาน้ำเงิน0.7CX PLUS เฟเบอร์*25ด.,กระปุก
47465013314,ตราช้าง แฟ้มกระเป๋าซองตาไก่ 431F เขียว*12ช,แพ็ค
4746718872,"เทปกระดาษกาวย่น LOUIS #M245 3/4"" X 20Y *16ชิ้น",แพ็ค
47465014654,ปากกาหมึกเจลแบบกด Pentel ENERGEL BL80-CX 1.0mm. หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
FAH64000706,ธงสก.(ฟ้า)40x60cm.*10ผ,แพ็ค
47464012036,สมุดบัญชี*DP3DM-110คละสี*3ล.,แพ็ค
8809331232287,ปากกาลูกลื่น Faster CX515 Omber 0.5แดง (12ด้าม/กล่อง),กล่อง
4746820402,ปากกาลูกลื่นเจลลูลอยด์ ควอนตั้ม 007 X-TREME 0.7 หมึกน้ำเงิน (50ด้าม/กระบอก),กระบอก
100845113740000,สีชอล์ค SAKURA XEP-25A *24ก,แพ็ค
FAH64002074,กระดาษคาร์บอน Embassy333 สีน้ำเงิน ขนาด 210x297mm.(รุ่นA4) 100แผ่น/กล่อง,กล่อง
8851553207451,ดินสอดำ HB*H-2200 *12ด,กล่อง
FAH64010766,SDI*ลวดเย็บกระดาษSDI23/20 1220*10ก.,กล่อง
47465015563,M&G ปากกาหมึกน้ำมัน0.7 A13 ABPW3049*40pcs,กระปุก
28851907272726,ปากกาเน้นข้อความ2หัวควอนตั้มQH790เขียว*12,กล่อง
4746719800,แปรงสีฟันเด็ก FRESHLY No.595(12ด้าม/แพ็ค),แพ็ค
28851907144702,ควอนตั้มปากกาหัวสักหลาด QS120สีน้ำเงิน2.0mm.*12,กล่อง
47464011263,กระดาษโปสเตอร์สีหน้าเดียวคละสี*100ผ.,ห่อ
8809078873804,ปากกาลูกลื่นเจล g'soft Fan 0.5 น้ำเงิน *12ด,กล่อง
47464012040,สมุดโน๊ตเย็บลวดB5*NF3D-254*12ล.,แพ็ค
FAH64000703,ธงสธ.(ม่วง)60x90cm.*10ผ,แพ็ค
4746718751,สมุดวาดเขียน KKP เล่มเล็ก No.D-051 (24เล่ม/แพ็ค),แพ็ค
8851023006676,ปากกาเพ้นท์ใหญ่SAKURA 2.0 ขาว *12ด,แพ็ค
47464011075,FMเทปลบคำผิดรุ่นE 5mmx6m คละสี*12ช.,แพ็ค
4746718684,ธงฉลอง 72พรรษา ร.10 / 50*75 *10ผ,แพ็ค
FAH64006120,ด้ายวีนัสสปันคละสี #60 *12ม,กล่อง
4746617135,ปากกาหมึกเจลหัวเข็มแบบกด Pentel ENERGEL BLN105-BX 0.5mm. หมึกแดง (12ด้าม/กล่อง),กล่อง
FAH64003773,ไหมพรมนกยูง40กรัม คละสี *5ม,แพ็ค
FAH64000948,ลวดเย็บ Elephant No.B8 (12ชิ้่น/กล่อง),กล่อง
8851023063341,พู่กันแบน I-PAINT #8 (12ชิ้น/แพ็ค),แพ็ค
47465014537,M&G ปากกาโรลเลอร์บอล0.5 น้ำเงินM2401*12ด้าม,กล่อง
47466016816,เทปลบคำผิด ELFEN POP 5mm.x6m. (12ชิ้น/แพ็ค),แพ็ค
4746617869,เทปผ้า Armstrong 36mmx8 สีส้ม*8,แพ็ค
8851023013476,พู่กันกลม I-PAINT #16 (6ชิ้น/แพ็ค),แพ็ค
4746617861,เทปผ้า Armstrong 36mmx8 สีน้ำเงิน*8,แพ็ค
47464011942,ดอกไม้จัดบอร์ดเล็ก*20ช.,แพ็ค
47466016320,กระดาษเช็ดหน้า150แผ่น nuvo So-Cute Yuki/Kiki (5ห่อ/แพ็ค),แพ็ค
8851023064577,พู่กันแบน I-PAINT #24 (6ชิ้น/แพ็ค),แพ็ค
28851907200538,ปากกาลบคำผิด elfen MARE 4มล. (12ชิ้น/กล่อง),กล่อง
4007817047187,สีเทียน ซุปเปอร์จัมโบ้ 12สี สเต็ดเล่อร์ 2260NC12 *12กล่อง,แพ็ค
47465016014,กระดาษกาวย่น nitto 18มมx18 No.720 5ม้วน/แพ็ค,แพ็ค
884851023360,สีชอล์คเพนเทล50แท่ง49สี *6ก,แพ็ค
4895151527539,ปากกาชาร์ปี้ไฟน์ สีน้ำเงิน *6ด,กล่อง
47465014904,โบว์ผีเสื้อ18มิล สีแดง PRM18-3R,แพ็ค
8935001878995,ปากกาหมึกน้ำมันแบบกด0.7 Flexoffice FO-GELB09 หมึกน้ำเงิน(x50),กระปุก
FAH64001575,ตราช้างแฟ้มสันแคบ 125 A4 ดำ *24ล,โหล
47465013346,ดินสอต่อไส้ เจ้าหญิงแพ็ค48 PRC-1748A,กระปุก
4746617593,ไหมพรมG-5001-5/15กรัม สีชมพู*12,แพ็ค
FAH64000528,กระดาษคาร์บอน Embassy333 สีน้ำเงิน ขนาด 210x330mm.(รุ่นใหญ่) 100แผ่น/กล่อง,กล่อง
47464011155,ปากกา flexoffice หมึกน้ำมัน Senior แบบกด 0.7มม. FO-026 หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
8851181006457,ลูกปิงปอง CROWNSTAR 40มม. สีขาว (60ลูก/กระปุก),กระปุก
8851907104399,กระดาษร้อยปอนด์แผ่นใหญ่ (หยาบ)*125,ห่อ
FAH64000232,สมุดบัญชี2Aปกน้ำเงิน *6ล,แพ็ค
18851907218109,เรนาซองซ์สมุดวาดเขียนหยาบ R105 *6ล,แพ็ค
47465015648,AA สมุดนักเรียน สพฐ เส้นครึ่งบรรทัด 40แผ่น (24เล่ม/แพ็ค),แพ็ค
4746922840,แปรงสีฟันเด็ก FRESHLY No.835(12ด้าม/แพ็ค),แพ็ค
4746820993,น้ำยาปรับผ้านุ่ม ไฮยีน 500มล. (3ถุง/แพ็ค),แพ็ค
FAH64001303,ลวดเสียบตราม้า No.1(เหลี่ยม) *10กล่อง,แพ็ค
FAH64000928,หมึกเติมแท่นประทับ Elephant 30มล. หมึกแดง (12ขวด/แพ็ค),แพ็ค
9555684652256,ปากกาแดง0.7CX PLUS เฟเบอร์ *10ด,กล่อง
4746617461,เทปกระดาษกาวสองหน้า Croco 24มมx10หลา (6ม้วน/แพ็ค),แพ็ค
4742975,42975 ปากกามาร์คเกอร์2หัว275-5 แดงเข้ม *12ด,กล่อง
47464012378,แก้วเซรามิค*12ใบ*ลายการ์ตูน*แมวเหมียว,แพ็ค
47465015942,ปากกาเจล 0.5 น้ำเงิน Radius happy-bl*12pcs,กล่อง
47464011175,ยาสีฟันโคโดโมะ กลิ่นส้ม 40กรัม (6กล่อง/แพ็ค),แพ็ค
4746718473,ใบส่งของ No.3 ชนิดคาร์บอนในตัว2ชั้น VSK*10เล่ม,แพ็ค
FAH64005063,โอเอซีสปักดอกไม้แห้ง *20ก,ลัง
14895151494241,เทปลบคำผิด เปเปอร์เมท 5mm.x8.5m. (12ชิ้น/กล่อง),กล่อง
8935001883746,ปากกาหมึกน้ำมัน Flexoffice FO-GELB09 แบบกด 0.7 แดง. (50ด้าม/กระปุก),กระปุก
4005401074427,ปากกาไฮไลท์ FABER-CASTELL Textliner46 สีเขียว*10ด้าม,กล่อง
8851433000424,จานสีเบอร์3ออร์ก้าWT-3 *6ช,แพ็ค
4742968,42968 ปากกามาร์คเกอร์2หัว275-7 ม่วงเข้ม *12ด,กล่อง
6971169560800,ปากกาลูกลื่น0.5น้ำเงิน สวีต โหมด LP200 *12ด,กล่อง
4741880,สมุดฉีก ตราไก่ No.2 (20เล่ม/แพ็ค),แพ็ค
FAH64003386,ปากกาไวท์บอร์ด DONG-A แดง (12ด้าม/กล่อง),กล่อง
4746618233,ใบมีดตราช้าง รุ่น 1845 *18มม/10ชิ้น,กล่อง
47465013040,ถุงช้อปปิ้ง JKZD-1607S*12,แพ็ค
FAH64000701,ธงธรรมจักร60x90cm.*10ผ,แพ็ค
47465015352,ดินสอดำ HB สเต็ดเล่อร์ (12แท่ง/กล่อง),กล่อง
28851907130026,มาสเตอร์อาร์ตปากกาสีเมจิก12สี *12,โหล
4746617562,ผ้าก๊อซพันแผล 4x5 ตราไอเม็กซ์ พลัส*12,กล่อง
47465014382,elfen เทปผ้ากาว 36มมx8หลา ม่วง*8ม้วน,แพ็ค
4746618235,ใบมีดคัตเตอร์ Elephant 18มม. No.1830 (10หลอด/กล่อง),กล่อง
FAH64001034,แฟ้มโชว์เอกสาร Elephant A4 PF01 สีฟ้า (12เล่ม/ลัง),ลัง
8851907283506,ปากกาเจลลูลอย Quantum HELLO 0.5mm. หมึกน้ำเงิน (50ด้าม/กระบอก),กระบอก
8809331231464,ปากกาเน้นข้อความFaster HT828 ชมพู *12,โหล
4746923294,ปากกาลูกลื่นเจล0.5 FASTER CX513-FAN คละสี (12ด้าม/กล่อง),กล่อง
9555684638731,ปากกาลูกลื่นเฟเบอร์0.5 RX5 สีดำ *30ด,กระปุก
FAH64001161,คลิปดำ SDI 32mm. 0224(110) (12กล่อง),กล่อง
FAH64003572,ปากกาไวท์บอร์ด Monami หัวกลม สีน้ำเงิน (12ด้าม/กล่อง),กล่อง
6947503730260,30260 ปากกาหมึกเจลน้ำเงิน GP1008A *12,กล่อง
4746719440,ลวดเย็บกระดาษ DoubleA  No.3 24/6 STS-03(10กล่อง),กล่อง
8854888011458,MPปากกาเจลแบบกด0.7mm(นง)*36,กล่อง
47465013704,ปากกาเคมี2หัว Flexoffice FO-PM01 สีน้ำเงิน (12ด้าม/กล่อง),กล่อง
4746617855,เทปผ้า Armstrong 24mmx8 สีแดง (12ม้วน/แพ็ค),แพ็ค
4746617995,พู่กันกลม ไทยแหลมทอง #0 *12ด,แพ็ค
FAH64007365,ซองน้ำตาลบับเบิ้ล M SPB-30 *25ซ,แพ็ค
4746617561,ผ้าก๊อซพันแผล 3x5 ตราไอเม็กซ์ พลัส *12,กล่อง
18851907125056,ดินสอดำ Master Art 2B 144แท่ง/กุรุส,กุรุส
47465013043,ถุงช้อปปิ้ง JKZD-2057M*12,แพ็ค
4746821341,ปากกาเจลลูลอยด์ Quantum ASTRON SHINY 0.7mm. หมึกน้ำเงิน ด้ามคละสี (50ด้าม/กระบอก),กระบอก
